70011,89.0,87.0,0.822,0.870,83.5,86.0,13.70,2802,44.62,16,180,0.878,0.00,0.00,,,114.80,1008,41.00,42.0,42.0,6.75,5.16,28.58,1.17,11.33,269
70093,89.5,87.0,0.822,0.877,83.5,87.0,13.80,2819,44.62,16,180,0.878,0.00,0.00,,,114.80,1008,41.00,42.0,42.0,6.80,5.11,28.58,1.17,11.33,269
70171,89.5,86.5,0.822,0.877,83.5,85.5,13.70,2838,44.62,16,180,0.878,0.00,0.00,,,113.00,1008,41.00,42.0,42.0,6.77,5.05,29.20,1.17,11.33,269
70253,90.0,86.0,0.822,0.877,84.0,86.0,13.70,2868,43.51,16,180,0.878,0.00,0.00,,,113.00,1008,41.00,42.0,42.0,6.65,5.04,29.20,1.17,11.72,269
70331,90.0,85.5,0.829,0.877,85.0,86.0,13.70,2877,44.25,16,180,0.878,0.00,0.00,,,113.00,1008,41.00,42.0,42.0,6.76,5.04,29.20,1.19,12.50,269
70413,90.5,86.5,0.822,0.877,85.5,86.5,13.70,2916,46.09,17,180,0.878,0.00,0.00,,,113.00,1008,41.00,42.0,42.0,7.30,5.50,29.83,1.21,12.89,269
70490,91.0,86.5,0.836,0.884,87.5,87.0,13.70,2927,46.83,17,180,0.878,0.00,0.00,,,113.00,1008,41.00,42.0,42.0,7.50,5.61,29.83,1.23,12.89,269
70572,91.5,86.0,0.836,0.890,86.5,87.0,13.70,2957,46.83,18,180,0.878,0.00,0.00,,,111.20,1008,41.00,42.0,42.0,7.38,5.52,29.83,1.23,12.89,269
70662,91.5,85.5,0.815,0.877,86.5,85.5,13.70,2977,46.46,17,180,0.878,0.00,0.00,,,111.20,1008,41.00,42.0,42.0,7.34,5.44,30.45,1.23,12.89,269
70740,92.0,85.5,0.822,0.863,86.0,84.0,13.70,3007,46.09,17,180,0.878,0.00,0.00,,,111.20,1008,41.00,42.0,42.0,7.29,5.40,30.45,1.23,12.89,269
70822,92.5,85.5,0.822,0.870,86.5,84.0,13.70,3039,46.09,17,180,0.876,0.00,0.00,,,111.20,1008,41.00,42.0,42.0,7.30,5.40,31.07,1.23,12.89,269
70900,92.5,85.0,0.822,0.870,86.5,84.5,13.70,3045,45.72,17,180,0.876,0.00,0.00,,,109.40,1008,41.00,42.0,42.0,7.26,5.37,31.07,1.23,13.67,269
70982,93.0,85.0,0.815,0.849,86.5,82.5,13.70,3092,46.46,18,180,0.876,0.00,0.00,,,109.40,1008,41.00,42.0,42.0,7.46,5.52,31.69,1.27,14.45,269
71060,93.5,85.0,0.829,0.870,88.5,84.5,13.70,3111,48.31,19,180,0.875,0.00,0.00,,,109.40,1008,41.00,42.0,42.0,8.05,5.98,31.69,1.31,15.63,269
71142,94.5,85.5,0.829,0.863,89.5,85.0,13.70,3143,51.26,20,180,0.875,0.00,0.00,,,109.40,1008,41.00,41.5,41.5,8.60,6.46,31.69,1.37,16.41,269
71219,96.0,86.0,0.815,0.863,89.5,85.0,13.70,3182,52.73,21,180,0.873,0.00,0.00,,,107.60,1008,41.00,41.0,41.5,9.17,6.78,32.31,1.41,17.19,269
71293,97.0,86.5,0.829,0.877,91.5,86.0,13.70,3204,54.21,22,181,0.873,0.00,0.00,,,107.60,1008,41.00,41.0,41.0,9.39,7.01,32.93,1.41,18.36,269
71371,98.0,87.5,0.829,0.849,93.0,86.0,13.70,3245,55.32,23,181,0.871,0.00,0.00,,,107.60,1008,41.00,41.0,40.5,9.64,7.52,32.93,1.46,18.75,269
71461,98.5,87.5,0.815,0.863,92.0,86.5,13.70,3283,56.42,24,181,0.871,0.00,0.00,,,105.80,1008,41.00,41.0,40.5,9.82,7.62,33.55,1.48,19.14,269
71543,100.0,88.0,0.829,0.863,95.5,87.5,13.70,3325,56.06,24,181,0.869,0.00,0.00,,,105.80,1008,41.00,41.5,41.0,9.95,7.52,34.18,1.48,19.53,269
71621,101.0,88.5,0.829,0.877,96.0,89.5,13.70,3366,57.16,25,181,0.868,0.00,0.00,,,105.80,1008,41.00,41.5,41.0,10.49,8.14,34.18,1.56,21.88,269
71703,101.5,89.0,0.829,0.870,97.0,89.0,13.70,3419,58.64,27,180,0.866,0.00,0.00,,,105.80,1008,41.00,41.5,40.5,10.91,8.59,34.80,1.62,23.05,269
71793,102.0,89.5,0.836,0.904,98.5,93.5,13.70,3464,59.38,28,181,0.866,0.00,0.00,,,105.80,1008,41.00,41.5,40.5,10.89,8.75,35.42,1.64,22.27,269
71871,87.5,77.0,0.829,0.884,80.0,77.0,13.70,3381,20.26,7,181,0.892,0.00,0.00,,,104.00,1008,41.00,40.0,40.0,1.17,1.38,35.42,0.82,0.00,269
71953,85.0,81.0,0.822,0.822,77.5,74.5,13.70,3158,19.16,5,181,0.892,0.00,0.00,,,104.00,1008,41.00,40.0,40.0,0.00,1.60,34.80,0.74,0.00,269
72030,84.0,81.0,0.918,0.918,86.5,83.5,13.70,3079,18.05,5,181,0.892,0.00,0.00,,,104.00,1008,41.00,40.0,40.0,0.00,0.00,35.42,0.72,0.00,269
72112,83.5,79.5,0.938,0.911,85.5,81.5,13.70,2924,18.42,5,181,0.892,0.00,0.00,,,104.00,1008,41.00,39.5,39.5,0.00,0.00,35.42,0.72,0.00,269
72202,84.0,79.0,1.075,1.075,101.0,95.0,13.70,2731,18.42,5,181,0.892,0.00,0.00,,,104.00,1008,41.00,39.0,39.0,0.00,0.00,36.04,0.72,0.00,269
72280,83.0,77.5,1.219,1.219,83.5,77.5,13.70,2556,18.79,5,181,0.892,0.00,0.00,,,104.00,1008,41.00,36.5,37.5,0.00,0.00,35.42,0.72,0.00,269
72362,83.0,76.0,1.219,1.219,83.0,76.0,13.70,2406,18.79,5,181,0.892,0.00,0.00,,,104.00,1008,41.00,35.0,35.0,0.00,0.00,35.42,0.72,0.00,269
72448,82.5,76.0,1.219,1.219,82.5,75.5,13.70,2446,18.42,5,181,0.892,0.00,0.00,,,104.00,1008,41.00,35.0,34.5,0.00,0.00,34.80,0.70,0.39,269
72522,82.5,77.0,1.219,1.219,82.5,77.0,13.70,2528,18.05,5,181,0.892,0.00,0.00,,,104.00,1008,41.00,36.5,37.0,0.00,0.00,34.80,0.72,1.17,269
72600,84.0,76.0,1.219,1.219,84.0,76.0,13.70,2495,20.26,6,181,0.892,0.00,0.00,,,105.80,1008,41.00,36.0,36.5,0.00,2.01,34.80,0.78,2.34,269
72682,81.0,74.0,1.219,1.219,81.0,74.0,13.70,2559,22.85,7,181,0.892,0.00,0.00,,,105.80,1008,41.00,36.5,37.0,3.31,2.36,34.18,0.82,4.69,269
72760,79.5,69.5,1.219,1.219,79.5,70.0,13.70,2515,25.80,9,181,0.892,0.00,0.00,,,105.80,1008,41.00,36.0,37.5,3.72,2.47,34.80,0.88,5.47,269
72850,82.5,74.0,1.219,1.164,81.5,74.0,13.70,2513,33.18,11,181,0.892,0.00,0.00,,,105.80,1008,41.00,36.0,38.0,5.06,3.45,34.80,0.98,8.20,269
72932,85.5,79.5,0.918,0.925,88.0,82.5,13.70,2584,36.50,13,181,0.890,0.00,0.00,,,107.60,1008,41.00,38.0,39.0,5.85,4.20,34.80,1.05,9.38,269
73009,87.5,81.0,0.849,0.877,83.5,79.5,13.70,2513,41.67,14,181,0.890,0.00,0.00,,,107.60,1008,41.00,37.0,38.0,6.56,4.85,34.80,1.07,10.16,269
73091,87.5,82.5,0.836,0.863,82.0,80.0,13.70,2545,42.77,14,181,0.890,0.00,0.00,,,107.60,1008,41.00,37.0,38.5,6.46,4.86,34.80,1.11,10.16,269
73169,87.5,83.0,0.836,0.863,82.5,80.5,13.70,2549,43.51,15,181,0.888,0.00,0.00,,,107.60,1008,41.00,37.5,38.5,6.60,4.82,35.42,1.11,10.16,269
73251,87.5,83.0,0.849,0.884,83.5,82.5,13.70,2557,44.25,15,181,0.888,0.00,0.00,,,107.60,1008,41.00,37.5,38.5,6.57,4.82,35.42,1.11,10.16,269
73333,88.0,83.5,0.863,0.890,85.5,83.5,13.70,2579,44.25,15,181,0.886,0.00,0.00,,,109.40,1008,41.00,38.0,39.0,6.60,4.85,35.42,1.13,10.16,269
73411,88.0,83.5,0.863,0.890,85.5,83.5,13.70,2580,44.25,15,181,0.888,0.00,0.00,,,107.60,1008,41.00,38.0,39.0,6.57,4.80,35.42,1.09,10.16,269
73493,88.0,84.0,0.856,0.890,85.0,84.5,13.70,2588,43.51,15,181,0.886,0.00,0.00,,,107.60,1008,41.00,38.5,39.5,6.48,4.76,36.04,1.11,8.59,269
73570,86.0,82.0,0.849,0.890,82.5,82.0,13.70,2585,35.76,11,181,0.890,0.00,0.00,,,107.60,1008,41.00,38.0,39.5,4.83,3.69,36.04,0.98,6.64,269
73652,84.5,78.5,0.829,0.856,78.5,78.5,13.70,2610,33.92,11,181,0.892,0.00,0.00,,,107.60,1008,41.00,38.5,39.5,4.54,3.23,36.04,0.98,6.64,269
73730,84.5,78.0,0.808,0.856,76.5,75.0,13.70,2601,33.92,11,181,0.892,0.00,0.00,,,107.60,1008,41.00,38.5,39.5,4.71,3.29,36.04,0.98,6.64,269
73820,85.0,78.0,0.842,0.911,80.5,79.5,13.70,2611,33.55,11,181,0.892,0.00,0.00,,,107.60,1008,41.00,38.5,39.5,4.74,3.34,36.04,0.98,6.25,269
73902,83.5,76.5,0.849,0.904,80.0,77.5,13.70,2615,31.70,10,181,0.892,0.00,0.00,,,107.60,1008,41.00,38.5,39.5,4.22,3.10,36.04,0.92,5.08,269
73993,82.5,75.0,0.849,0.904,78.5,76.0,13.70,2610,29.86,10,181,0.892,0.00,0.00,,,107.60,1008,41.00,38.5,39.5,3.99,2.81,36.04,0.92,5.08,269
74071,82.0,74.5,0.842,0.890,77.5,74.5,13.70,2599,29.86,10,181,0.892,0.00,0.00,,,107.60,1008,41.00,38.0,39.0,4.02,2.82,36.04,0.92,5.08,269
74153,81.5,74.5,0.849,0.911,78.0,75.0,13.70,2619,28.38,9,181,0.892,0.00,0.00,,,107.60,1008,41.00,38.5,39.5,3.64,2.60,36.04,0.86,3.91,269
74231,81.0,72.5,0.849,0.932,76.5,74.0,13.70,2607,26.90,9,181,0.892,0.00,0.00,,,107.60,1008,41.00,38.0,39.0,3.53,2.46,36.04,0.86,3.91,269
74313,80.5,72.0,0.842,0.945,75.5,76.5,13.70,2576,27.27,8,181,0.892,0.00,0.00,,,107.60,1008,41.00,37.5,38.5,3.59,2.50,36.04,0.84,3.91,269
74391,80.5,72.0,0.842,0.918,76.0,74.0,13.70,2579,26.90,8,181,0.892,0.00,0.00,,,107.60,1008,41.00,37.5,38.5,3.58,2.47,36.04,0.86,3.52,269
74473,80.5,71.5,0.836,0.904,75.5,72.5,13.70,2622,25.80,8,181,0.892,0.00,0.00,,,107.60,1008,41.00,38.5,39.0,3.38,2.36,36.04,0.86,3.52,269
74550,80.5,71.5,0.870,0.890,78.5,70.5,13.70,2626,26.17,8,181,0.892,0.00,0.00,,,107.60,1008,41.00,38.0,39.0,3.40,2.32,36.04,0.86,3.52,269
74632,79.5,70.5,0.884,0.911,78.5,72.5,13.70,2581,25.06,8,181,0.892,0.00,0.00,,,107.60,1008,41.00,37.5,38.5,3.19,2.28,36.04,0.84,3.52,269
74722,80.5,71.0,0.911,0.918,81.0,73.5,13.70,2639,25.43,8,181,0.892,0.00,0.00,,,107.60,1008,41.00,38.5,39.0,3.34,2.33,36.04,0.84,3.52,269
74800,80.0,70.5,0.897,0.904,80.5,71.5,13.70,2594,25.80,8,181,0.892,0.00,0.00,,,107.60,1008,41.00,37.5,38.5,3.34,2.29,36.04,0.86,3.52,269
74882,79.5,71.0,0.849,0.877,75.5,70.5,13.70,2575,25.80,7,181,0.892,0.00,0.00,,,107.60,1008,41.00,37.5,38.5,3.36,2.35,36.04,0.82,2.34,269
74960,82.5,74.0,0.870,0.877,79.0,71.0,13.70,2611,22.48,6,181,0.892,0.00,0.00,,,107.60,1008,41.00,37.5,38.0,2.96,1.98,36.04,0.76,1.56,269
75034,82.5,74.5,0.911,0.938,84.5,78.5,13.70,2576,21.74,6,181,0.892,0.00,0.00,,,107.60,1008,41.00,37.0,37.5,2.89,2.02,36.04,0.78,1.17,269
75112,83.0,75.0,0.979,1.007,91.0,84.5,13.70,2613,22.11,6,181,0.892,0.00,0.00,,,109.40,1008,41.00,37.5,38.0,2.94,2.06,36.04,0.76,1.17,269
75214,83.0,75.5,1.021,1.000,95.0,83.5,13.70,2621,21.37,6,181,0.892,0.00,0.00,,,109.40,1008,41.00,37.5,38.0,2.86,2.02,36.04,0.76,1.17,269
75300,83.0,74.5,0.993,0.966,92.5,80.5,13.70,2576,21.74,6,181,0.892,0.00,0.00,,,109.40,1008,41.00,37.0,37.5,2.93,2.00,35.42,0.76,1.17,269
75382,83.0,75.0,0.993,0.932,92.5,78.5,13.80,2584,21.37,6,181,0.892,0.00,0.00,,,109.40,1008,41.00,37.0,37.5,2.87,2.02,35.42,0.76,1.95,269
75472,82.0,73.5,0.973,0.925,91.5,77.0,13.80,2567,22.48,7,181,0.892,0.00,0.00,,,109.40,1008,41.00,37.0,37.5,3.00,2.12,36.04,0.80,2.73,269
75550,79.5,72.0,0.952,0.952,85.0,77.0,13.80,2575,25.06,8,181,0.892,0.00,0.00,,,111.20,1008,41.00,37.0,38.0,3.42,2.42,35.42,0.86,4.69,269
75624,80.5,72.0,0.925,0.877,83.5,71.0,13.80,2573,27.64,9,181,0.892,0.00,0.00,,,111.20,1008,41.00,37.5,38.5,3.96,2.66,35.42,0.88,4.69,269
75701,81.5,73.5,0.863,0.870,80.0,71.5,13.70,2577,28.75,9,181,0.892,0.00,0.00,,,111.20,1008,41.00,37.5,39.0,4.06,2.74,35.42,0.88,4.69,269
75783,81.0,73.0,0.829,0.897,75.0,73.0,13.70,2571,28.75,9,181,0.892,0.00,0.00,,,111.20,1008,41.00,37.5,38.5,3.90,2.76,35.42,0.90,4.69,269
75861,81.0,73.5,0.829,0.870,75.0,73.0,13.70,2560,28.75,9,181,0.892,0.00,0.00,,,111.20,1008,41.00,37.0,38.5,3.88,2.71,35.42,0.88,4.69,269
75943,81.0,73.5,0.829,0.877,75.0,71.5,13.70,2564,28.75,9,181,0.892,0.00,0.00,,,111.20,1008,41.00,37.5,38.5,3.87,2.75,35.42,0.88,4.69,269
76033,81.5,73.5,0.822,0.884,75.0,73.0,13.70,2583,28.75,9,181,0.892,0.00,0.00,,,113.00,1008,41.00,37.5,39.0,3.83,2.67,35.42,0.88,4.69,269
76123,81.0,73.5,0.822,0.890,74.5,73.5,13.70,2576,28.75,9,181,0.892,0.00,0.00,,,113.00,1008,41.00,37.5,39.0,3.86,2.70,35.42,0.88,4.69,269
76201,81.5,73.5,0.822,0.884,75.0,73.5,13.70,2591,28.38,9,181,0.892,0.00,0.00,,,113.00,1008,41.00,38.0,39.0,3.78,2.65,35.42,0.90,4.69,269
76283,81.5,73.5,0.829,0.884,75.5,73.0,13.70,2591,28.75,9,181,0.892,0.00,0.00,,,113.00,1008,41.00,38.0,39.0,3.81,2.67,35.42,0.88,4.69,269
76361,81.5,73.5,0.836,0.890,75.5,73.5,13.80,2604,28.38,9,181,0.892,0.00,0.00,,,113.00,1008,41.00,38.0,39.0,3.80,2.66,35.42,0.90,4.69,269
76443,81.5,73.5,0.829,0.897,75.5,74.0,13.80,2594,28.75,9,181,0.892,0.00,0.00,,,111.20,1008,41.00,38.0,39.0,3.85,2.67,36.04,0.90,4.69,269
76533,81.5,73.5,0.829,0.897,75.5,74.0,13.80,2591,28.75,9,181,0.892,0.00,0.00,,,113.00,1008,41.00,38.0,39.0,3.85,2.66,36.04,0.88,4.69,269
76611,81.5,73.5,0.849,0.890,77.5,74.0,13.70,2575,29.12,9,181,0.892,0.00,0.00,,,113.00,1008,41.00,37.5,38.5,3.92,2.75,36.04,0.90,4.69,269
76693,81.5,73.5,0.849,0.911,77.5,75.0,13.80,2591,28.75,9,181,0.892,0.00,0.00,,,113.00,1008,41.00,38.0,39.0,3.81,2.67,36.04,0.90,4.69,269
76770,81.5,73.5,0.842,0.897,77.0,74.0,13.80,2593,28.75,9,181,0.892,0.00,0.00,,,113.00,1008,41.00,38.0,39.0,3.83,2.66,36.04,0.86,4.69,269
76852,81.5,74.0,0.842,0.904,76.5,75.0,13.70,2598,28.75,9,181,0.892,0.00,0.00,,,113.00,1008,41.00,38.0,39.0,3.87,2.72,36.04,0.90,4.69,269
76942,82.0,74.0,0.842,0.904,77.5,75.0,13.70,2622,28.38,9,181,0.892,0.00,0.00,,,113.00,1008,41.00,38.5,39.5,3.83,2.67,36.04,0.90,4.69,269
77020,82.0,74.0,0.836,0.904,77.0,74.5,13.70,2621,28.75,9,181,0.892,0.00,0.00,,,113.00,1008,41.00,38.5,39.5,3.83,2.68,36.04,0.86,4.69,269
77102,82.0,74.0,0.849,0.904,77.5,75.0,13.70,2620,28.75,9,181,0.892,0.00,0.00,,,111.20,1008,41.00,38.5,39.5,3.90,2.74,36.04,0.90,4.69,269
77180,81.5,73.5,0.836,0.904,77.5,74.5,13.70,2622,28.38,9,181,0.892,0.00,0.00,,,111.20,1008,41.00,38.5,39.0,3.80,2.65,36.04,0.90,4.69,269
77262,82.0,74.0,0.836,0.904,77.0,75.0,13.70,2624,28.38,9,181,0.892,0.00,0.00,,,111.20,1008,41.00,38.5,39.5,3.84,2.70,36.04,0.90,4.69,269
77340,81.5,74.0,0.829,0.904,75.5,75.0,13.80,2609,28.75,9,181,0.892,0.00,0.00,,,111.20,1008,41.00,38.0,39.0,3.88,2.70,36.04,0.88,4.69,269
77422,82.0,73.5,0.836,0.897,77.0,74.0,13.80,2621,28.38,9,181,0.892,0.00,0.00,,,111.20,1008,41.00,38.5,39.5,3.85,2.66,36.04,0.90,4.69,269
77500,82.5,74.0,0.829,0.904,75.0,74.5,13.80,2644,28.38,9,181,0.892,0.00,0.00,,,111.20,1008,41.00,39.0,39.5,3.86,2.67,36.04,0.90,4.69,269
77590,82.0,74.0,0.836,0.897,77.0,75.0,13.80,2626,28.38,9,181,0.892,0.00,0.00,,,111.20,1008,41.00,38.5,39.5,3.84,2.70,36.66,0.90,4.69,269
77672,82.0,73.5,0.836,0.904,77.0,74.5,13.70,2621,28.38,9,181,0.892,0.00,0.00,,,111.20,1008,41.00,38.5,39.5,3.84,2.69,36.66,0.90,4.69,269
77750,82.0,74.0,0.836,0.904,77.0,75.0,13.70,2631,28.38,9,181,0.892,0.00,0.00,,,111.20,1008,41.00,38.5,39.5,3.83,2.69,36.66,0.90,4.69,269
77839,82.0,74.0,0.829,0.897,76.0,74.5,13.70,2634,28.38,9,181,0.892,0.00,0.00,,,111.20,1008,41.00,38.5,39.5,3.83,2.69,36.66,0.90,4.69,269
77913,82.5,74.0,0.822,0.884,75.5,73.5,13.70,2648,28.38,9,181,0.892,0.00,0.00,,,111.20,1008,41.00,39.0,39.5,3.86,2.70,36.66,0.88,4.69,269
78003,82.0,74.0,0.822,0.877,75.5,73.5,13.70,2647,28.38,9,183,0.892,0.00,0.00,,,111.20,1008,41.00,39.0,39.5,3.82,2.66,36.66,0.90,4.30,269
78081,82.0,74.0,0.815,0.877,75.0,72.5,13.70,2648,28.01,9,183,0.892,0.00,0.00,,,111.20,1008,41.00,39.0,39.5,3.80,2.66,36.66,0.88,4.30,269
78171,82.0,73.5,0.822,0.890,75.5,73.0,13.70,2648,28.01,9,183,0.892,0.00,0.00,,,111.20,1008,41.00,39.0,39.5,3.78,2.63,36.66,0.88,4.30,269
78253,82.0,73.5,0.815,0.884,75.0,73.0,13.70,2654,28.01,9,181,0.892,0.00,0.00,,,111.20,1008,41.00,39.0,39.5,3.77,2.64,36.66,0.88,4.30,269
78331,82.0,74.0,0.822,0.884,75.5,73.5,13.80,2658,28.38,9,183,0.892,0.00,0.00,,,111.20,1008,41.00,39.0,40.0,3.81,2.65,36.66,0.88,4.30,269
78413,82.5,74.0,0.829,0.884,75.0,72.5,13.80,2679,27.64,9,183,0.892,0.00,0.00,,,111.20,1008,41.00,39.5,39.5,3.72,2.56,36.66,0.88,4.30,269
78491,82.5,74.0,0.836,0.877,77.5,72.5,13.80,2673,27.64,9,183,0.892,0.00,0.00,,,111.20,1008,41.00,39.5,40.0,3.78,2.63,36.66,0.88,4.30,269
78573,82.0,73.5,0.829,0.863,76.0,71.0,13.80,2652,27.64,9,183,0.892,0.00,0.00,,,111.20,1008,41.00,39.5,40.0,3.74,2.56,36.66,0.88,4.30,269
78651,82.0,73.5,0.842,0.938,77.5,77.5,13.80,2678,27.64,9,183,0.892,0.00,0.00,,,111.20,1008,41.00,39.5,40.0,3.72,2.58,37.28,0.88,4.30,269
78728,82.0,74.0,0.829,0.904,76.0,75.0,13.70,2667,27.64,9,183,0.892,0.00,0.00,,,111.20,1008,41.00,39.5,40.0,3.74,2.65,37.28,0.88,4.30,269
78802,82.0,73.5,0.836,0.897,77.0,74.0,13.70,2690,27.27,9,183,0.892,0.00,0.00,,,111.20,1008,41.00,39.5,40.0,3.67,2.57,37.28,0.88,3.91,269
78880,82.0,73.5,0.822,0.877,75.5,73.0,13.80,2677,26.90,8,183,0.892,0.00,0.00,,,111.20,1008,41.00,39.5,40.0,3.63,2.52,37.28,0.84,3.91,269
78962,80.5,72.0,0.829,0.877,75.0,71.0,13.80,2661,25.80,8,183,0.892,0.00,0.00,,,111.20,1008,41.00,38.5,39.0,3.41,2.35,36.66,0.86,3.91,269
79040,81.5,72.5,0.877,0.925,79.5,75.5,13.80,2690,26.54,8,183,0.892,0.00,0.00,,,111.20,1008,41.00,39.5,40.0,3.55,2.45,36.66,0.86,3.91,269
79121,80.5,71.5,0.884,0.925,79.5,74.0,13.80,2648,25.80,9,183,0.892,0.00,0.00,,,111.20,1008,41.00,38.5,39.0,3.40,2.35,36.66,0.86,3.91,269
79199,81.5,72.5,0.918,0.904,84.0,75.0,13.80,2676,26.54,9,183,0.892,0.00,0.00,,,111.20,1008,41.00,39.5,40.0,3.56,2.46,37.28,0.88,3.91,269
79281,82.0,73.5,0.904,0.904,83.0,74.5,13.70,2666,27.27,9,183,0.892,0.00,0.00,,,111.20,1008,41.00,39.5,39.5,3.63,2.50,36.66,0.86,3.91,269
79371,81.5,73.0,0.884,0.959,80.5,78.5,13.70,2686,26.54,9,183,0.892,0.00,0.00,,,111.20,1008,41.00,39.5,40.0,3.58,2.52,37.28,0.86,3.91,269
79449,81.5,73.0,0.842,0.904,77.0,74.0,13.80,2665,26.90,8,183,0.892,0.00,0.00,,,111.20,1008,41.00,39.0,39.5,3.59,2.50,36.66,0.86,3.91,269
79539,82.0,73.0,0.856,0.884,76.5,72.5,13.80,2702,26.54,9,183,0.892,0.00,0.00,,,111.20,1008,41.00,39.5,40.0,3.53,2.49,37.28,0.88,3.91,269
79621,81.5,73.0,0.849,0.890,77.0,73.0,13.80,2696,26.54,9,183,0.892,0.00,0.00,,,111.20,1008,41.00,39.5,40.0,3.56,2.50,37.28,0.86,3.91,269
79711,81.5,72.5,0.842,0.911,77.0,74.0,13.70,2666,26.54,9,183,0.892,0.00,0.00,,,111.20,1008,41.00,39.0,39.5,3.56,2.47,36.66,0.88,3.91,269
79789,81.5,73.0,0.836,0.877,76.5,71.5,13.70,2642,26.90,9,183,0.892,0.00,0.00,,,111.20,1008,41.00,38.5,39.5,3.60,2.50,36.66,0.86,3.91,269
79871,81.5,72.0,0.849,0.884,77.5,72.0,13.70,2691,25.80,9,183,0.892,0.00,0.00,,,111.20,1008,41.00,39.0,39.5,3.45,2.36,36.66,0.86,3.91,269
79953,81.5,73.0,0.863,0.890,79.0,73.0,13.70,2669,26.54,9,183,0.892,0.00,0.00,,,113.00,1008,41.00,39.0,39.5,3.58,2.42,36.66,0.88,3.91,269
80031,81.5,73.0,0.870,0.925,80.0,75.5,13.70,2661,26.90,8,183,0.892,0.00,0.00,,,113.00,1008,41.00,39.0,39.5,3.56,2.47,36.66,0.86,3.91,269
80100,81.5,73.0,0.836,0.890,76.5,73.5,13.70,2683,26.90,9,183,0.892,0.00,0.00,,,111.20,1008,41.00,39.5,39.5,3.60,2.52,36.66,0.88,3.91,269
80183,81.5,73.0,0.836,0.884,76.5,72.5,13.70,2665,26.54,9,183,0.892,0.00,0.00,,,111.20,1008,41.00,39.0,39.5,3.57,2.50,36.66,0.86,3.91,269
80260,82.0,73.0,0.822,0.877,77.0,72.5,13.70,2680,26.90,9,183,0.892,0.00,0.00,,,113.00,1008,41.00,39.5,40.0,3.62,2.50,37.28,0.88,4.30,269
80342,81.5,73.0,0.822,0.870,75.0,71.0,13.70,2651,27.27,9,183,0.892,0.00,0.00,,,113.00,1008,41.00,39.0,39.5,3.64,2.49,36.66,0.86,4.30,269
80420,81.5,73.0,0.836,0.911,76.5,74.5,13.70,2646,27.27,9,183,0.892,0.00,0.00,,,113.00,1008,41.00,39.0,39.5,3.64,2.50,36.66,0.88,4.30,269
80502,82.5,74.0,0.849,0.925,78.0,76.5,13.70,2706,27.27,9,183,0.892,0.00,0.00,,,113.00,1008,41.00,40.0,40.5,3.70,2.58,37.28,0.88,4.69,269
80580,82.0,73.5,0.842,0.904,77.5,74.5,13.70,2672,27.27,9,183,0.892,0.00,0.00,,,113.00,1008,41.00,39.5,40.0,3.68,2.56,36.66,0.90,4.69,269
80662,82.5,75.0,0.836,0.904,77.5,75.5,13.70,2656,29.12,10,183,0.892,0.00,0.00,,,113.00,1008,41.00,39.5,40.0,4.07,2.85,36.66,0.90,4.69,269
80739,82.5,75.0,0.829,0.904,76.5,76.0,13.80,2665,29.12,9,183,0.892,0.00,0.00,,,113.00,1008,41.00,39.5,40.0,3.98,2.79,36.66,0.90,5.08,269
80821,82.5,74.5,0.822,0.884,76.0,74.0,13.80,2664,28.75,10,183,0.892,0.00,0.00,,,113.00,1008,41.00,39.5,40.0,3.93,2.78,36.66,0.90,5.08,269
80899,82.5,75.0,0.822,0.890,76.0,75.0,13.80,2656,29.12,9,183,0.892,0.00,0.00,,,113.00,1008,41.00,39.5,40.0,3.95,2.80,36.66,0.90,5.08,269
80982,83.0,75.0,0.822,0.884,76.0,74.5,13.70,2683,28.75,10,183,0.892,0.00,0.00,,,113.00,1008,41.00,40.0,40.5,3.95,2.79,36.66,0.90,5.08,269
81063,83.5,76.0,0.822,0.884,77.0,75.5,13.80,2687,29.86,10,183,0.892,0.00,0.00,,,113.00,1008,41.00,40.0,40.5,4.13,2.86,36.66,0.92,5.47,269
81141,84.0,76.5,0.822,0.897,77.5,77.0,13.70,2712,29.49,10,183,0.892,0.00,0.00,,,113.00,1008,41.00,40.5,41.0,4.11,2.95,36.66,0.92,5.47,269
81223,84.0,76.5,0.822,0.904,77.5,77.5,13.70,2705,30.23,10,183,0.892,0.00,0.00,,,113.00,1008,41.00,40.5,41.0,4.14,2.95,37.28,0.94,5.47,269
81301,84.0,76.0,0.829,0.890,78.0,76.5,13.70,2657,30.60,10,183,0.892,0.00,0.00,,,113.00,1008,41.00,40.0,40.5,4.21,2.95,36.66,0.92,5.47,269
81382,84.0,76.5,0.822,0.897,77.5,77.0,13.70,2656,30.96,10,183,0.892,0.00,0.00,,,113.00,1008,41.00,39.5,40.5,4.29,3.05,36.66,0.94,5.86,269
81460,84.5,77.0,0.836,0.904,78.5,78.0,13.70,2695,30.96,10,183,0.892,0.00,0.00,,,113.00,1008,41.00,40.5,41.0,4.33,3.08,36.66,0.94,5.86,269
81542,84.5,77.5,0.829,0.897,78.5,78.0,13.70,2671,31.33,10,183,0.892,0.00,0.00,,,111.20,1008,41.00,40.0,40.5,4.44,3.18,37.28,0.96,6.25,269
81620,85.0,78.0,0.836,0.904,79.0,78.0,13.70,2676,32.07,10,183,0.892,0.00,0.00,,,111.20,1008,41.00,40.0,40.5,4.54,3.18,37.28,0.96,6.25,269
