RPM,MAP,VE New Rear,VE New Front
2964,57.9,86.0,86.5
2959,48.3,86.0,86.5
2957,49.0,86.0,86.5
2947,55.0,86.0,86.5
2946,54.6,86.0,86.5
2923,48.7,86.0,86.5
2912,56.4,86.0,86.5
2877,40.2,86.0,86.5
2875,46.8,86.0,86.5
2859,47.2,86.0,86.5
2665,42.8,86.0,86.5
2642,43.9,86.0,86.5
2633,50.2,86.0,86.5
2554,47.9,86.0,86.5
2526,46.8,86.0,86.5
2507,44.6,86.0,86.5
2080,60.5,86.0,86.5
2975,55.3,86.0,86.0
2973,42.4,86.0,86.0
2971,54.2,86.0,86.0
2964,51.3,86.0,86.0
2959,48.3,86.0,86.0
2956,49.8,86.0,86.0
2953,50.2,86.0,86.0
2953,49.0,86.0,86.0
2951,45.7,86.0,86.0
2947,56.1,86.0,86.0
2947,54.6,86.0,86.0
2942,45.4,86.0,86.0
2935,57.5,86.0,86.0
2935,47.9,86.0,86.0
2906,56.8,86.0,86.0
2899,55.0,86.0,86.0
2898,56.8,86.0,86.0
2897,55.0,86.0,86.0
2875,46.1,86.0,86.0
2868,46.8,86.0,86.0
2854,43.1,86.0,86.0
2776,41.7,86.0,86.0
2702,41.7,86.0,86.0
2668,45.4,86.0,86.0
2607,49.4,86.0,86.0
2600,47.2,86.0,86.0
2585,52.4,86.0,86.0
2535,53.5,86.0,86.0
2948,49.8,86.0,85.5
2938,45.7,86.0,85.5
2937,56.1,86.0,85.5
2936,57.2,86.0,85.5
2929,54.6,86.0,85.5
2927,46.5,86.0,85.5
2921,55.0,86.0,85.5
2917,52.4,86.0,85.5
2914,56.8,86.0,85.5
2905,55.7,86.0,85.5
2897,55.3,86.0,85.5
2896,58.6,86.0,85.5
2894,57.9,86.0,85.5
2861,47.9,86.0,85.5
2854,45.4,86.0,85.5
2842,45.4,86.0,85.5
2830,45.4,86.0,85.5
2815,46.5,86.0,85.5
2813,49.4,86.0,85.5
2802,41.7,86.0,85.5
2802,41.7,86.0,85.5
2788,40.6,86.0,85.5
2735,41.7,86.0,85.5
2707,41.3,86.0,85.5
2664,52.4,86.0,85.5
2655,45.4,86.0,85.5
2649,49.8,86.0,85.5
2640,50.2,86.0,85.5
2637,45.7,86.0,85.5
2630,46.1,86.0,85.5
2622,45.0,86.0,85.5
2610,49.0,86.0,85.5
2610,48.3,86.0,85.5
2601,47.2,86.0,85.5
2589,48.7,86.0,85.5
2586,49.4,86.0,85.5
2532,53.5,86.0,85.5
2527,53.5,86.0,85.5
2521,53.8,86.0,85.5
2942,49.4,86.0,85.0
2919,45.4,86.0,85.0
2914,56.8,86.0,85.0
2895,54.2,86.0,85.0
2893,55.3,86.0,85.0
2880,55.3,86.0,85.0
2877,44.3,86.0,85.0
2874,47.6,86.0,85.0
2867,57.9,86.0,85.0
2860,47.9,86.0,85.0
2857,43.9,86.0,85.0
2827,41.3,86.0,85.0
2783,49.8,86.0,85.0
2768,41.7,86.0,85.0
2702,48.7,86.0,85.0
2683,44.6,86.0,85.0
2683,44.6,86.0,85.0
2679,42.0,86.0,85.0
2677,45.0,86.0,85.0
2677,45.0,86.0,85.0
2675,45.7,86.0,85.0
2664,52.0,86.0,85.0
2663,45.7,86.0,85.0
2660,49.4,86.0,85.0
2659,55.0,86.0,85.0
2657,50.2,86.0,85.0
2653,56.4,86.0,85.0
2636,50.2,86.0,85.0
2622,49.8,86.0,85.0
2621,55.7,86.0,85.0
2609,49.4,86.0,85.0
2609,39.5,86.0,85.0
2581,44.6,86.0,85.0
2564,53.5,86.0,85.0
2543,54.6,86.0,85.0
2523,46.8,86.0,85.0
2933,46.8,86.0,84.5
2915,57.2,86.0,84.5
2901,42.4,86.0,84.5
2897,55.3,86.0,84.5
2888,59.8,86.0,84.5
2887,55.0,86.0,84.5
2883,57.9,86.0,84.5
2882,58.3,86.0,84.5
2877,55.3,86.0,84.5
2874,47.6,86.0,84.5
2871,48.7,86.0,84.5
2868,58.6,86.0,84.5
2859,45.7,86.0,84.5
2853,45.7,86.0,84.5
2852,60.1,86.0,84.5
2849,45.4,86.0,84.5
2848,47.2,86.0,84.5
2847,47.2,86.0,84.5
2841,47.9,86.0,84.5
2840,47.2,86.0,84.5
2839,47.9,86.0,84.5
2839,47.2,86.0,84.5
2836,45.4,86.0,84.5
2811,56.4,86.0,84.5
2808,43.1,86.0,84.5
2805,43.1,86.0,84.5
2799,47.9,86.0,84.5
2786,44.6,86.0,84.5
2776,41.7,86.0,84.5
2775,42.0,86.0,84.5
2732,47.9,86.0,84.5
2719,47.9,86.0,84.5
2718,47.9,86.0,84.5
2702,44.3,86.0,84.5
2698,43.9,86.0,84.5
2696,49.8,86.0,84.5
2691,49.8,86.0,84.5
2691,44.6,86.0,84.5
2690,49.8,86.0,84.5
2690,45.0,86.0,84.5
2674,45.4,86.0,84.5
2665,45.0,86.0,84.5
2652,55.3,86.0,84.5
2641,46.5,86.0,84.5
2610,52.7,86.0,84.5
2606,48.7,86.0,84.5
2592,55.3,86.0,84.5
2586,46.5,86.0,84.5
2584,46.1,86.0,84.5
2569,56.1,86.0,84.5
2566,47.2,86.0,84.5
2555,47.6,86.0,84.5
2540,47.6,86.0,84.5
2539,47.6,86.0,84.5
2505,52.7,86.0,84.5
2475,51.6,86.0,84.5
2365,59.0,86.0,84.5
2972,46.8,86.0,84.0
2968,40.9,86.0,84.0
2935,54.6,86.0,84.0
2892,57.9,86.0,84.0
2885,56.8,86.0,84.0
2869,19.9,86.0,84.0
2868,43.5,86.0,84.0
2861,44.3,86.0,84.0
2857,55.3,86.0,84.0
2855,55.3,86.0,84.0
2853,47.9,86.0,84.0
2847,50.2,86.0,84.0
2846,46.8,86.0,84.0
2845,45.7,86.0,84.0
2837,45.4,86.0,84.0
2835,57.2,86.0,84.0
2835,50.5,86.0,84.0
2829,47.2,86.0,84.0
2824,43.9,86.0,84.0
2820,47.9,86.0,84.0
2818,59.0,86.0,84.0
2818,50.5,86.0,84.0
2805,48.7,86.0,84.0
2804,49.4,86.0,84.0
2803,50.5,86.0,84.0
2801,51.6,86.0,84.0
2798,19.2,86.0,84.0
2773,45.0,86.0,84.0
2763,41.7,86.0,84.0
2760,42.0,86.0,84.0
2757,42.0,86.0,84.0
2756,42.0,86.0,84.0
2754,46.1,86.0,84.0
2737,47.9,86.0,84.0
2736,47.9,86.0,84.0
2727,44.3,86.0,84.0
2726,43.9,86.0,84.0
2718,47.6,86.0,84.0
2705,45.7,86.0,84.0
2691,44.6,86.0,84.0
2683,44.6,86.0,84.0
2679,44.6,86.0,84.0
2673,50.2,86.0,84.0
2665,50.2,86.0,84.0
2662,46.1,86.0,84.0
2652,55.0,86.0,84.0
2645,47.2,86.0,84.0
2606,45.0,86.0,84.0
2604,55.7,86.0,84.0
2601,57.2,86.0,84.0
2595,56.8,86.0,84.0
2593,56.1,86.0,84.0
2592,55.3,86.0,84.0
2587,56.8,86.0,84.0
2575,56.1,86.0,84.0
2568,47.6,86.0,84.0
2560,46.1,86.0,84.0
2548,51.6,86.0,84.0
2547,55.0,86.0,84.0
2513,53.8,86.0,84.0
2880,54.2,86.0,83.5
2869,55.3,86.0,83.5
2858,56.1,86.0,83.5
2854,55.7,86.0,83.5
2847,45.0,86.0,83.5
2845,48.3,86.0,83.5
2839,57.2,86.0,83.5
2839,56.8,86.0,83.5
2838,56.1,86.0,83.5
2837,57.2,86.0,83.5
2836,56.8,86.0,83.5
2835,56.1,86.0,83.5
2835,48.3,86.0,83.5
2830,57.9,86.0,83.5
2825,50.9,86.0,83.5
2820,44.6,86.0,83.5
2813,58.3,86.0,83.5
2811,55.7,86.0,83.5
2809,51.6,86.0,83.5
2805,52.4,86.0,83.5
2805,50.5,86.0,83.5
2803,53.1,86.0,83.5
2802,44.6,86.0,83.5
2801,56.1,86.0,83.5
2786,50.5,86.0,83.5
2778,51.3,86.0,83.5
2778,45.0,86.0,83.5
2775,45.0,86.0,83.5
2771,45.0,86.0,83.5
2770,53.5,86.0,83.5
2738,42.8,86.0,83.5
2733,51.6,86.0,83.5
2730,44.3,86.0,83.5
2719,51.6,86.0,83.5
2712,46.8,86.0,83.5
2710,44.6,86.0,83.5
2686,52.0,86.0,83.5
2685,44.3,86.0,83.5
2677,45.7,86.0,83.5
2653,47.9,86.0,83.5
2647,47.9,86.0,83.5
2646,46.5,86.0,83.5
2640,45.0,86.0,83.5
2636,50.5,86.0,83.5
2600,56.8,86.0,83.5
2599,56.8,86.0,83.5
2844,56.1,86.0,83.0
2833,56.1,86.0,83.0
2827,59.8,86.0,83.0
2824,59.4,86.0,83.0
2824,55.7,86.0,83.0
2816,59.8,86.0,83.0
2814,59.8,86.0,83.0
2804,60.5,86.0,83.0
2803,51.6,86.0,83.0
2803,51.6,86.0,83.0
2799,51.6,86.0,83.0
2799,51.6,86.0,83.0
2796,56.1,86.0,83.0
2795,56.1,86.0,83.0
2794,56.1,86.0,83.0
2774,48.7,86.0,83.0
2756,45.0,86.0,83.0
2755,28.4,86.0,83.0
2748,52.4,86.0,83.0
2725,45.7,86.0,83.0
2708,49.8,86.0,83.0
2696,44.3,86.0,83.0
2694,45.7,86.0,83.0
2692,46.8,86.0,83.0
2688,49.8,86.0,83.0
2682,51.6,86.0,83.0
2677,46.1,86.0,83.0
2668,52.0,86.0,83.0
2665,56.8,86.0,83.0
2657,46.1,86.0,83.0
2626,56.1,86.0,83.0
2622,43.5,86.0,83.0
2615,62.0,86.0,83.0
2602,56.8,86.0,83.0
2594,50.9,86.0,83.0
2592,57.2,86.0,83.0
2586,48.7,86.0,83.0
2576,57.9,86.0,83.0
2573,56.4,86.0,83.0
2556,51.6,86.0,83.0
3244,18.4,86.0,82.5
2847,59.8,86.0,82.5
2833,57.2,86.0,82.5
2831,57.9,86.0,82.5
2811,56.1,86.0,82.5
2804,59.8,86.0,82.5
2804,59.8,86.0,82.5
2799,60.1,86.0,82.5
2785,58.3,86.0,82.5
2771,44.6,86.0,82.5
2725,55.3,86.0,82.5
2724,55.7,86.0,82.5
2721,44.6,86.0,82.5
2719,60.5,86.0,82.5
2719,55.7,86.0,82.5
2699,45.4,86.0,82.5
2694,44.3,86.0,82.5
2684,50.2,86.0,82.5
2675,58.3,86.0,82.5
2671,57.2,86.0,82.5
2668,56.4,86.0,82.5
2661,62.3,86.0,82.5
2661,57.9,86.0,82.5
2654,50.9,86.0,82.5
2637,51.3,86.0,82.5
2635,57.2,86.0,82.5
2632,51.3,86.0,82.5
2628,49.8,86.0,82.5
2607,57.9,86.0,82.5
3293,19.5,86.0,82.0
2827,59.4,86.0,82.0
2826,59.8,86.0,82.0
2825,59.8,86.0,82.0
2822,60.1,86.0,82.0
2815,59.8,86.0,82.0
2806,45.0,86.0,82.0
2791,59.4,86.0,82.0
2739,60.9,86.0,82.0
2723,60.1,86.0,82.0
2702,57.9,86.0,82.0
2700,65.3,86.0,82.0
2699,60.5,86.0,82.0
2698,55.7,86.0,82.0
2688,50.5,86.0,82.0
2676,50.5,86.0,82.0
2657,62.7,86.0,82.0
2552,59.4,86.0,82.0
2535,27.3,86.0,82.0
2805,57.5,86.0,81.5
2787,57.9,86.0,81.5
2732,55.3,86.0,81.5
2724,55.3,86.0,81.5
2714,45.7,86.0,81.5
2682,58.3,86.0,81.5
2674,58.6,86.0,81.5
2672,56.4,86.0,81.5
2649,45.0,86.0,81.5
2603,56.8,86.0,81.5
2815,55.3,86.0,81.0
2789,59.8,86.0,81.0
2734,58.3,86.0,81.0
2710,19.2,86.0,81.0
2704,60.9,86.0,81.0
2695,59.4,86.0,81.0
2658,51.3,86.0,81.0
2784,59.4,86.0,80.5
2615,58.3,86.0,80.5
2604,60.5,86.0,80.5
3463,19.2,86.0,80.0
3246,18.4,86.0,79.0
2684,23.2,86.0,77.0
2646,20.3,85.5,107.0
2735,17.3,85.5,106.5
2764,24.3,85.5,104.0
2559,18.8,85.5,103.0
2663,20.6,85.5,102.5
3525,74.9,85.5,102.0
3496,53.1,85.5,102.0
2581,19.5,85.5,102.0
3736,42.4,85.5,101.0
3656,46.8,85.5,100.5
3615,47.6,85.5,100.5
3517,50.2,85.5,100.5
2516,19.2,85.5,100.5
2656,38.0,85.5,100.0
2582,19.9,85.5,100.0
3506,75.2,85.5,99.5
3483,74.5,85.5,99.0
3457,48.7,85.5,99.0
3487,77.1,85.5,98.5
3473,77.1,85.5,98.5
3466,52.0,85.5,98.5
3454,82.3,85.5,98.0
3450,52.0,85.5,98.0
2672,18.4,85.5,98.0
3481,75.2,85.5,97.5
3455,51.6,85.5,97.5
3451,79.7,85.5,97.5
3450,79.7,85.5,97.5
3446,74.1,85.5,97.5
3434,52.0,85.5,97.5
3410,50.2,85.5,97.5
2856,19.2,85.5,97.5
2829,19.2,85.5,97.5
2823,38.0,85.5,97.5
2698,19.2,85.5,97.5
2636,19.2,85.5,97.5
2531,19.2,85.5,97.5
3460,78.9,85.5,97.0
3442,73.8,85.5,97.0
3438,85.2,85.5,97.0
3426,80.0,85.5,97.0
2889,19.2,85.5,97.0
2620,18.8,85.5,97.0
2615,19.2,85.5,97.0
3449,55.3,85.5,96.5
3435,53.8,85.5,96.5
3426,54.2,85.5,96.5
3403,79.7,85.5,96.5
2703,19.5,85.5,96.5
2690,18.4,85.5,96.5
2683,19.2,85.5,96.5
2642,18.8,85.5,96.5
2632,18.8,85.5,96.5
3455,88.9,85.5,96.0
3419,54.2,85.5,96.0
3412,89.6,85.5,95.5
3286,72.7,85.5,95.5
3284,71.9,85.5,95.5
3146,18.1,85.5,95.5
2854,20.6,85.5,95.5
2844,19.9,85.5,95.5
2799,19.5,85.5,95.5
2665,18.4,85.5,95.5
2620,18.1,85.5,95.5
2602,19.9,85.5,95.5
3407,55.7,85.5,95.0
3369,71.6,85.5,95.0
3357,68.6,85.5,95.0
3338,69.3,85.5,95.0
3331,69.7,85.5,95.0
3316,53.8,85.5,95.0
3286,60.9,85.5,95.0
3273,65.3,85.5,95.0
2594,18.8,85.5,95.0
3428,54.6,85.5,94.5
3398,55.7,85.5,94.5
3397,71.6,85.5,94.5
3389,73.8,85.5,94.5
3383,72.3,85.5,94.5
3340,67.1,85.5,94.5
3330,53.8,85.5,94.5
3328,56.8,85.5,94.5
3317,69.3,85.5,94.5
3316,68.2,85.5,94.5
3299,67.5,85.5,94.5
3268,54.6,85.5,94.5
3266,66.4,85.5,94.5
3265,63.1,85.5,94.5
3229,64.2,85.5,94.5
2812,18.4,85.5,94.5
2706,19.2,85.5,94.5
3390,52.4,85.5,94.0
3382,54.6,85.5,94.0
3333,66.8,85.5,94.0
3327,70.8,85.5,94.0
3313,68.6,85.5,94.0
3309,60.9,85.5,94.0
3303,68.6,85.5,94.0
3269,63.1,85.5,94.0
3262,71.2,85.5,94.0
3262,64.5,85.5,94.0
3261,65.7,85.5,94.0
3259,65.7,85.5,94.0
3235,63.8,85.5,94.0
3222,64.9,85.5,94.0
3217,62.7,85.5,94.0
3200,62.7,85.5,94.0
2579,18.8,85.5,94.0
3397,55.0,85.5,93.5
3335,62.7,85.5,93.5
3334,56.4,85.5,93.5
3332,57.5,85.5,93.5
3331,63.4,85.5,93.5
3328,68.2,85.5,93.5
3328,65.3,85.5,93.5
3325,68.2,85.5,93.5
3322,68.2,85.5,93.5
3320,68.6,85.5,93.5
3319,68.2,85.5,93.5
3316,68.6,85.5,93.5
3313,59.4,85.5,93.5
3306,60.9,85.5,93.5
3296,58.6,85.5,93.5
3294,59.8,85.5,93.5
3292,68.6,85.5,93.5
3292,62.7,85.5,93.5
3283,69.0,85.5,93.5
3282,66.8,85.5,93.5
3279,66.4,85.5,93.5
3279,66.4,85.5,93.5
3274,63.8,85.5,93.5
3262,65.3,85.5,93.5
3258,63.8,85.5,93.5
3253,63.4,85.5,93.5
3245,67.1,85.5,93.5
3244,66.4,85.5,93.5
3243,58.6,85.5,93.5
3234,67.9,85.5,93.5
3197,47.6,85.5,93.5
2929,19.5,85.5,93.5
2915,19.9,85.5,93.5
2686,18.4,85.5,93.5
3398,55.0,85.5,93.0
3386,53.8,85.5,93.0
3332,56.4,85.5,93.0
3331,57.5,85.5,93.0
3327,56.4,85.5,93.0
3313,55.0,85.5,93.0
3310,57.2,85.5,93.0
3309,68.6,85.5,93.0
3304,69.0,85.5,93.0
3299,59.0,85.5,93.0
3297,69.3,85.5,93.0
3290,69.3,85.5,93.0
3286,58.3,85.5,93.0
3278,68.2,85.5,93.0
3273,67.9,85.5,93.0
3273,60.5,85.5,93.0
3259,57.9,85.5,93.0
3249,64.5,85.5,93.0
3239,59.8,85.5,93.0
3229,63.8,85.5,93.0
3228,65.7,85.5,93.0
3221,63.8,85.5,93.0
2745,18.1,85.5,93.0
2655,19.2,85.5,93.0
2652,18.8,85.5,93.0
2602,18.1,85.5,93.0
3329,56.8,85.5,92.5
3321,68.2,85.5,92.5
3286,68.6,85.5,92.5
3285,69.0,85.5,92.5
3276,70.5,85.5,92.5
3262,53.5,85.5,92.5
3261,67.9,85.5,92.5
3259,55.0,85.5,92.5
3257,67.5,85.5,92.5
3257,62.3,85.5,92.5
3253,67.9,85.5,92.5
3251,67.9,85.5,92.5
3251,58.3,85.5,92.5
3247,66.4,85.5,92.5
3243,59.4,85.5,92.5
3243,53.8,85.5,92.5
3239,64.2,85.5,92.5
3239,59.8,85.5,92.5
3235,59.4,85.5,92.5
3235,59.0,85.5,92.5
3211,64.2,85.5,92.5
3194,62.0,85.5,92.5
2762,19.2,85.5,92.5
2650,19.2,85.5,92.5
2577,19.2,85.5,92.5
2568,18.8,85.5,92.5
2020,46.5,85.5,92.5
1960,52.4,85.5,92.5
3300,59.0,85.5,92.0
3278,56.1,85.5,92.0
3272,56.1,85.5,92.0
3271,62.3,85.5,92.0
3266,57.2,85.5,92.0
3265,57.9,85.5,92.0
3264,67.1,85.5,92.0
3264,57.5,85.5,92.0
3260,58.3,85.5,92.0
3258,59.4,85.5,92.0
3242,57.2,85.5,92.0
3225,58.3,85.5,92.0
3213,56.4,85.5,92.0
3210,54.2,85.5,92.0
2865,19.5,85.5,92.0
2613,20.3,85.5,92.0
2598,20.3,85.5,92.0
2207,45.0,85.5,92.0
1981,52.0,85.5,92.0
1949,55.7,85.5,92.0
1784,58.6,85.5,92.0
3257,56.8,85.5,91.5
3255,54.6,85.5,91.5
3252,54.2,85.5,91.5
3250,68.2,85.5,91.5
3244,67.5,85.5,91.5
3243,59.4,85.5,91.5
3239,63.4,85.5,91.5
3234,63.1,85.5,91.5
3233,52.7,85.5,91.5
3223,64.2,85.5,91.5
3216,60.1,85.5,91.5
3212,63.8,85.5,91.5
3209,58.6,85.5,91.5
3198,54.2,85.5,91.5
3175,54.6,85.5,91.5
3170,60.1,85.5,91.5
3139,51.3,85.5,91.5
3130,56.4,85.5,91.5
2046,55.0,85.5,91.5
2038,53.1,85.5,91.5
3278,45.4,85.5,91.0
3249,18.4,85.5,91.0
3241,59.0,85.5,91.0
3234,57.5,85.5,91.0
3231,57.5,85.5,91.0
3225,59.8,85.5,91.0
3220,59.4,85.5,91.0
3219,54.2,85.5,91.0
3218,59.4,85.5,91.0
3212,57.5,85.5,91.0
3211,59.4,85.5,91.0
3209,57.9,85.5,91.0
3201,64.2,85.5,91.0
3194,62.7,85.5,91.0
3190,57.9,85.5,91.0
3166,55.3,85.5,91.0
3160,53.5,85.5,91.0
3145,54.6,85.5,91.0
3136,55.7,85.5,91.0
2761,18.4,85.5,91.0
2003,51.3,85.5,91.0
1958,56.8,85.5,91.0
1913,53.5,85.5,91.0
1889,53.8,85.5,91.0
1844,57.9,85.5,91.0
1841,59.4,85.5,91.0
3267,57.2,85.5,90.5
3203,60.1,85.5,90.5
3197,57.9,85.5,90.5
3195,54.6,85.5,90.5
3190,57.9,85.5,90.5
3186,56.8,85.5,90.5
3181,48.3,85.5,90.5
3177,57.9,85.5,90.5
3165,57.9,85.5,90.5
3152,47.2,85.5,90.5
3149,20.3,85.5,90.5
3098,50.5,85.5,90.5
3018,45.0,85.5,90.5
2664,19.9,85.5,90.5
2526,19.2,85.5,90.5
2068,53.8,85.5,90.5
3209,58.3,85.5,90.0
3204,52.4,85.5,90.0
3202,58.3,85.5,90.0
3162,58.6,85.5,90.0
3153,54.6,85.5,90.0
3111,52.0,85.5,90.0
3098,50.5,85.5,90.0
3087,50.2,85.5,90.0
3084,49.8,85.5,90.0
2647,18.8,85.5,90.0
2325,41.3,85.5,90.0
2181,50.5,85.5,90.0
2097,51.6,85.5,90.0
2075,54.2,85.5,90.0
2040,50.9,85.5,90.0
2027,55.0,85.5,90.0
1838,59.4,85.5,90.0
3172,57.9,85.5,89.5
3145,54.6,85.5,89.5
3137,53.8,85.5,89.5
3121,52.4,85.5,89.5
3101,55.0,85.5,89.5
3089,63.1,85.5,89.5
3087,50.2,85.5,89.5
3067,50.9,85.5,89.5
3048,50.5,85.5,89.5
3046,66.4,85.5,89.5
2284,50.5,85.5,89.5
2061,53.8,85.5,89.5
2046,54.6,85.5,89.5
2039,54.6,85.5,89.5
2032,55.0,85.5,89.5
1992,51.3,85.5,89.5
1978,56.1,85.5,89.5
1876,58.3,85.5,89.5
3128,58.3,85.5,89.0
3118,54.6,85.5,89.0
3111,52.0,85.5,89.0
3106,53.8,85.5,89.0
3106,51.6,85.5,89.0
3089,55.3,85.5,89.0
3088,49.8,85.5,89.0
3079,49.8,85.5,89.0
3065,45.7,85.5,89.0
3045,60.9,85.5,89.0
3033,71.9,85.5,89.0
3021,48.3,85.5,89.0
3018,47.9,85.5,89.0
3002,50.5,85.5,89.0
3001,50.9,85.5,89.0
2211,57.9,85.5,89.0
2144,53.1,85.5,89.0
1998,60.1,85.5,89.0
1926,59.0,85.5,89.0
1913,57.9,85.5,89.0
3106,65.7,85.5,88.5
3066,54.6,85.5,88.5
3065,50.2,85.5,88.5
3064,53.8,85.5,88.5
3064,42.0,85.5,88.5
3063,54.2,85.5,88.5
3063,50.5,85.5,88.5
3058,52.7,85.5,88.5
3055,39.8,85.5,88.5
3047,51.6,85.5,88.5
3037,46.1,85.5,88.5
3036,49.8,85.5,88.5
3036,47.9,85.5,88.5
3033,53.1,85.5,88.5
3031,53.1,85.5,88.5
3031,51.6,85.5,88.5
3028,50.5,85.5,88.5
3021,61.2,85.5,88.5
3017,47.9,85.5,88.5
3013,48.3,85.5,88.5
3012,47.9,85.5,88.5
3008,47.9,85.5,88.5
2987,53.5,85.5,88.5
2929,19.2,85.5,88.5
2071,54.2,85.5,88.5
2049,54.6,85.5,88.5
2046,54.6,85.5,88.5
2039,54.2,85.5,88.5
2032,55.0,85.5,88.5
2029,55.0,85.5,88.5
3127,59.4,85.5,88.0
3074,49.8,85.5,88.0
3071,53.8,85.5,88.0
3061,53.8,85.5,88.0
3056,47.9,85.5,88.0
3056,42.4,85.5,88.0
3053,55.7,85.5,88.0
3041,57.2,85.5,88.0
3040,50.2,85.5,88.0
3034,46.1,85.5,88.0
3032,47.6,85.5,88.0
3028,47.9,85.5,88.0
3028,46.1,85.5,88.0
3027,48.3,85.5,88.0
3026,50.5,85.5,88.0
3023,48.3,85.5,88.0
3004,52.4,85.5,88.0
2992,45.0,85.5,88.0
2837,40.9,85.5,88.0
2646,40.2,85.5,88.0
2558,19.5,85.5,88.0
2226,53.8,85.5,88.0
3090,58.3,85.5,87.5
3082,55.0,85.5,87.5
3051,48.3,85.5,87.5
3034,46.1,85.5,87.5
3026,46.8,85.5,87.5
3024,47.9,85.5,87.5
3024,47.9,85.5,87.5
3024,46.1,85.5,87.5
3022,47.9,85.5,87.5
3019,48.3,85.5,87.5
3018,47.9,85.5,87.5
3017,48.3,85.5,87.5
3017,48.3,85.5,87.5
3017,47.9,85.5,87.5
3016,48.3,85.5,87.5
3014,48.3,85.5,87.5
3013,49.8,85.5,87.5
3012,57.5,85.5,87.5
3011,47.9,85.5,87.5
3010,54.2,85.5,87.5
3009,52.4,85.5,87.5
3006,55.7,85.5,87.5
3006,54.2,85.5,87.5
3006,50.5,85.5,87.5
3006,47.2,85.5,87.5
3005,52.7,85.5,87.5
3004,54.2,85.5,87.5
2999,46.8,85.5,87.5
2995,40.9,85.5,87.5
2991,50.5,85.5,87.5
2990,47.6,85.5,87.5
2978,57.2,85.5,87.5
2967,45.0,85.5,87.5
2955,55.7,85.5,87.5
2931,67.5,85.5,87.5
2866,49.8,85.5,87.5
2615,45.7,85.5,87.5
2497,46.5,85.5,87.5
2316,51.3,85.5,87.5
2104,56.8,85.5,87.5
2016,59.4,85.5,87.5
2004,62.0,85.5,87.5
3064,42.4,85.5,87.0
3064,42.4,85.5,87.0
3049,48.7,85.5,87.0
3049,48.3,85.5,87.0
3048,54.2,85.5,87.0
3023,47.9,85.5,87.0
3020,48.3,85.5,87.0
3019,48.7,85.5,87.0
3017,47.9,85.5,87.0
3016,48.3,85.5,87.0
3016,47.6,85.5,87.0
3016,45.7,85.5,87.0
3011,50.2,85.5,87.0
3009,52.7,85.5,87.0
3000,53.8,85.5,87.0
2996,45.7,85.5,87.0
2986,52.7,85.5,87.0
2970,53.8,85.5,87.0
2961,57.9,85.5,87.0
2949,43.9,85.5,87.0
2931,57.2,85.5,87.0
2913,51.3,85.5,87.0
2901,42.8,85.5,87.0
2816,48.7,85.5,87.0
2361,53.5,85.5,87.0
2010,61.6,85.5,87.0
2009,61.6,85.5,87.0
2003,61.6,85.5,87.0
3068,54.2,85.5,86.5
3063,53.8,85.5,86.5
3056,53.8,85.5,86.5
3041,54.6,85.5,86.5
3017,48.7,85.5,86.5
2997,51.3,85.5,86.5
2985,53.8,85.5,86.5
2978,44.3,85.5,86.5
2977,46.5,85.5,86.5
2977,46.1,85.5,86.5
2971,53.8,85.5,86.5
2970,54.2,85.5,86.5
2949,44.3,85.5,86.5
2944,43.9,85.5,86.5
2929,48.3,85.5,86.5
2914,49.8,85.5,86.5
2874,47.9,85.5,86.5
2874,40.9,85.5,86.5
2868,52.7,85.5,86.5
2762,38.7,85.5,86.5
2638,43.9,85.5,86.5
2612,46.5,85.5,86.5
2609,43.9,85.5,86.5
2563,46.8,85.5,86.5
2559,46.8,85.5,86.5
2559,46.8,85.5,86.5
2528,49.0,85.5,86.5
2520,46.5,85.5,86.5
3054,47.9,85.5,86.0
3012,45.7,85.5,86.0
3009,53.1,85.5,86.0
2953,55.0,85.5,86.0
2951,18.4,85.5,86.0
2944,56.1,85.5,86.0
2942,56.4,85.5,86.0
2939,57.2,85.5,86.0
2939,56.8,85.5,86.0
2939,56.4,85.5,86.0
2939,19.5,85.5,86.0
2906,43.1,85.5,86.0
2891,43.5,85.5,86.0
2890,46.5,85.5,86.0
2879,49.8,85.5,86.0
2873,50.2,85.5,86.0
2835,45.4,85.5,86.0
2675,43.1,85.5,86.0
2637,46.1,85.5,86.0
2629,46.1,85.5,86.0
2572,48.3,85.5,86.0
2163,59.0,85.5,86.0
3005,47.2,85.5,85.5
2954,57.5,85.5,85.5
2942,44.3,85.5,85.5
2939,57.5,85.5,85.5
2935,59.0,85.5,85.5
2911,46.5,85.5,85.5
2909,47.2,85.5,85.5
2906,47.2,85.5,85.5
2905,46.1,85.5,85.5
2901,48.7,85.5,85.5
2896,46.5,85.5,85.5
2896,46.5,85.5,85.5
2881,51.3,85.5,85.5
2840,48.3,85.5,85.5
2816,41.3,85.5,85.5
2814,63.1,85.5,85.5
2793,39.1,85.5,85.5
2736,36.5,85.5,85.5
2716,41.7,85.5,85.5
2652,46.1,85.5,85.5
2650,45.4,85.5,85.5
2648,45.7,85.5,85.5
2639,46.5,85.5,85.5
2638,40.6,85.5,85.5
2607,44.3,85.5,85.5
2561,49.0,85.5,85.5
2552,47.2,85.5,85.5
2551,53.5,85.5,85.5
2509,46.5,85.5,85.5
2400,56.8,85.5,85.5
3008,47.9,85.5,85.0
