Time,WBO2 F,WBO2 R,ET,WBO2 F,WBO2 R,MAP,B+,RPM,TP,Set Lambda,Spark Knock F,Spark Knock R,VE Front,VE Rear ,Lambda1,Lambda2,IAT,Idle Set,IAC,Advance F,Advance R,INJ PW F,INJ PW R,VSS,TP Sensor,Twist Pos,SWL(hex)
334078,0.767,0.767,210,11.2,11.2,41.3,13.9,2845,15,0.955,0,0,104,114,,,87.8,1048,40,42,42,6.56,5.56,48.47,1.13,10.55,269
334147,0.76,0.767,210,11.1,11.2,40.93,13.9,2849,15,0.957,0,0,103.5,114,,,87.8,1048,40,42,42,6.33,5.54,48.47,1.13,10.55,269
334233,0.767,0.767,210,11.2,11.2,40.93,13.9,2853,15,0.957,0,0,104,114,,,87.8,1048,40,42,42,6.44,5.52,48.47,1.11,10.55,269
334307,0.767,0.767,210,11.2,11.2,40.56,13.9,2846,15,0.957,0,0,103.5,114,,,87.8,1048,40,42,42,6.35,5.57,48.47,1.13,10.55,269
334389,0.767,0.76,210,11.2,11.1,40.19,13.9,2845,15,0.957,0,0,103,113.5,,,87.8,1048,40,42,42,6.28,5.55,48.47,1.11,10.55,269
334471,0.767,0.767,210,11.2,11.2,40.93,13.9,2845,14,0.957,0,0,103.5,114,,,87.8,1048,40,42,42,6.39,5.59,48.47,1.11,10.55,269
334561,0.767,0.767,210,11.2,11.2,40.56,13.9,2848,14,0.957,0,0,103.5,114,,,87.8,1048,40,42,42,6.38,5.46,48.47,1.11,10.16,269
334639,0.767,0.76,210,11.2,11.1,39.82,13.9,2844,14,0.958,0,0,103,113.5,,,87.8,1048,40,42,42,6.25,5.41,48.47,1.11,10.16,269
334721,0.767,0.767,210,11.2,11.2,39.82,13.9,2847,14,0.958,0,0,103.5,114,,,87.8,1048,40,42,42,6.31,5.45,48.47,1.11,10.16,269
334798,0.781,0.767,210,11.4,11.2,40.19,13.9,2846,14,0.958,0,0,103,113.5,,,87.8,1048,40,42,42,6.26,5.37,48.47,1.11,10.16,269
334889,0.767,0.767,210,11.2,11.2,39.82,13.9,2846,14,0.958,0,0,103,113.5,,,87.8,1048,40,42,42,6.23,5.38,48.47,1.11,10.16,269
334970,0.767,0.767,210,11.2,11.2,39.45,13.9,2843,14,0.958,0,0,103,113.5,,,87.8,1048,40,42,42,6.2,5.35,48.47,1.11,10.16,269
335061,0.767,0.767,210,11.2,11.2,39.82,13.9,2849,14,0.958,0,0,103.5,114,,,87.8,1048,40,42,42,6.28,5.36,48.47,1.11,10.16,269
335151,0.774,0.767,210,11.3,11.2,39.82,13.9,2855,14,0.958,0,0,103.5,114,,,87.8,1048,40,42,42,6.28,5.39,49.09,1.09,10.16,269
335229,0.767,0.767,210,11.2,11.2,39.82,13.9,2843,14,0.958,0,0,103,113.5,,,87.8,1048,40,42,42,6.23,5.34,48.47,1.11,10.16,269
335311,0.767,0.774,212,11.2,11.3,39.82,13.9,2848,14,0.958,0,0,103,113.5,,,87.8,1048,40,42,42,6.23,5.35,48.47,1.11,10.16,269
335401,0.767,0.767,212,11.2,11.2,39.45,13.9,2845,14,0.958,0,0,103,113.5,,,87.8,1048,40,42,42,6.2,5.37,48.47,1.11,10.16,269
335479,0.774,0.767,210,11.3,11.2,39.45,13.9,2847,14,0.958,0,0,103,113.5,,,87.8,1048,40,42,42,6.17,5.34,48.47,1.09,10.16,269
335560,0.774,0.767,210,11.3,11.2,39.45,13.9,2847,14,0.958,0,0,103,113,,,87.8,1048,40,42,42,6.17,5.26,48.47,1.11,10.16,269
335638,0.767,0.767,210,11.2,11.2,39.08,13.9,2847,14,0.958,0,0,102.5,112.5,,,87.8,1048,40,42,42,6.07,5.28,48.47,1.11,10.16,269
335728,0.774,0.767,210,11.3,11.2,39.08,13.9,2856,14,0.958,0,0,103.5,113.5,,,87.8,1048,40,42,42,6.2,5.27,49.09,1.11,10.16,269
335810,0.774,0.753,210,11.3,11,39.08,13.9,2850,14,0.958,0,0,103,113,,,87.8,1048,40,42,42,6.12,5.23,48.47,1.09,9.77,269
335888,0.767,0.767,210,11.2,11.2,38.71,13.9,2853,14,0.958,0,0,102.5,112.5,,,87.8,1048,40,42,42,6.05,5.19,49.09,1.11,9.77,269
335978,0.774,0.767,210,11.3,11.2,39.08,13.9,2842,14,0.958,0,0,102.5,112.5,,,87.8,1048,40,42,42,6.07,5.22,48.47,1.09,9.77,269
336060,0.767,0.767,210,11.2,11.2,36.5,13.9,2844,13,0.958,0,0,101,110.5,,,87.8,1048,40,42,42,5.48,4.76,49.09,1.05,8.59,269
336138,0.774,0.76,210,11.3,11.1,31.7,13.9,2835,10,0.955,0,0,97,106.5,,,87.8,1048,40,42,42,4.58,3.75,48.47,0.98,6.25,269
336220,0.767,0.767,210,11.2,11.2,30.6,13.9,2836,10,0.952,0,0,94,103,,,87.8,1048,40,42,42,4.15,3.59,48.47,0.98,6.25,269
336298,0.781,0.788,210,11.4,11.5,30.23,13.9,2842,10,0.952,0,0,93.5,102.5,,,87.8,1048,40,42,42,4.2,3.66,48.47,0.98,6.25,269
336388,0.795,0.788,210,11.6,11.5,30.23,13.9,2815,10,0.952,0,0,93,102.5,,,87.8,1048,40,42,42,4.22,3.77,48.47,0.96,6.25,269
336470,0.801,0.795,210,11.7,11.6,30.23,13.9,2850,11,0.952,0,0,93.5,103,,,87.8,1048,40,42,42,4.26,3.77,48.47,0.98,7.03,269
336560,0.795,0.781,210,11.6,11.4,34.65,13.9,2826,13,0.955,0,0,98.5,106.5,,,87.8,1048,40,42,42,5.4,4.64,48.47,1.05,9.38,269
336638,0.801,0.795,210,11.7,11.6,37.24,13.9,2816,13,0.958,0,0,100.5,110,,,87.8,1048,40,42,42,6,5.11,48.47,1.07,9.38,269
336719,0.801,0.781,210,11.7,11.4,34.28,13.9,2822,11,0.957,0,0,98,107.5,,,87.8,1048,40,42,42,4.96,4.36,48.47,1,7.03,269
336797,0.788,0.781,210,11.5,11.4,31.33,13.9,2809,11,0.953,0,0,93.5,103.5,,,89.6,1048,40,42,42,4.22,3.77,47.85,0.98,7.03,269
336879,0.767,0.767,210,11.2,11.2,33.55,13.9,2829,12,0.955,0,0,97,106.5,,,89.6,1048,40,42,42,4.86,4.14,48.47,1.04,8.59,269
336957,0.795,0.801,210,11.6,11.7,35.39,13.9,2813,13,0.958,0,0,98.5,108,,,89.6,1048,40,42,42,5.39,4.66,47.85,1.05,8.59,269
337027,0.836,0.801,210,12.2,11.7,35.76,13.9,2799,12,0.958,0,0,98.5,108.5,,,89.6,1048,40,42,42,5.38,4.6,47.85,1.04,8.59,269
337109,0.822,0.795,210,12,11.6,35.39,13.9,2811,13,0.958,0,0,98.5,108.5,,,89.6,1048,40,42,42,5.28,4.58,47.85,1.05,8.59,269
337190,0.801,0.788,210,11.7,11.5,36.13,13.9,2796,13,0.958,0,0,98.5,109,,,89.6,1048,40,42,42,5.4,4.74,47.85,1.05,9.38,269
337268,0.801,0.795,212,11.7,11.6,37.97,13.9,2813,14,0.958,0,0,101,111,,,89.6,1048,40,42,42,6.07,5.05,47.85,1.09,10.16,269
337358,0.815,0.795,212,11.9,11.6,40.19,13.9,2796,14,0.957,0,0,101.5,112,,,89.6,1048,40,42,42,6.38,5.4,47.85,1.11,10.16,269
337449,0.801,0.795,210,11.7,11.6,40.56,13.9,2798,14,0.957,0,0,102,112,,,89.6,1048,40,42,42,6.34,5.34,47.85,1.11,10.16,269
337530,0.795,0.781,210,11.6,11.4,40.19,13.9,2802,15,0.958,0,0,101.5,112,,,89.6,1048,40,42,42,6.2,5.35,47.85,1.11,10.94,269
337608,0.781,0.774,210,11.4,11.3,41.67,13.9,2806,15,0.957,0,0,102,112.5,,,89.6,1048,40,42,42,6.57,5.66,47.85,1.15,10.94,269
337690,0.788,0.795,210,11.5,11.6,42.4,13.9,2805,15,0.955,0,0,102.5,113,,,89.6,1048,40,42,42,6.65,5.79,47.85,1.13,10.94,269
337768,0.801,0.781,210,11.7,11.4,42.77,13.9,2813,15,0.955,0,0,103,113,,,89.6,1048,40,42,42,6.76,5.71,47.85,1.15,10.94,269
337858,0.795,0.788,210,11.6,11.5,42.4,13.9,2808,15,0.955,0,0,102.5,113,,,89.6,1048,40,42,42,6.72,5.7,47.85,1.15,10.94,269
337940,0.788,0.781,210,11.5,11.4,42.4,13.9,2821,15,0.955,0,0,103,113,,,89.6,1048,40,42,42,6.64,5.74,48.47,1.15,10.94,269
338018,0.781,0.781,210,11.4,11.4,42.77,13.9,2812,15,0.955,0,0,102.5,113,,,89.6,1048,40,42,42,6.65,5.77,48.47,1.15,10.94,269
338088,0.781,0.774,212,11.4,11.3,42.4,13.9,2812,15,0.955,0,0,102.5,113,,,89.6,1048,40,42,42,6.6,5.74,47.85,1.15,10.94,269
338190,0.781,0.788,210,11.4,11.5,42.4,13.9,2808,15,0.955,0,0,102.5,113,,,89.6,1048,40,42,42,6.62,5.74,48.47,1.15,10.94,269
338268,0.781,0.788,210,11.4,11.5,42.4,13.9,2817,15,0.955,0,0,103,113,,,89.6,1048,40,42,42,6.65,5.71,47.85,1.15,10.94,269
338350,0.788,0.781,210,11.5,11.4,42.4,13.9,2821,15,0.955,0,0,103,113.5,,,89.6,1048,40,42,42,6.64,5.72,48.47,1.15,10.94,269
338428,0.781,0.774,210,11.4,11.3,42.4,13.9,2822,15,0.955,0,0,103,113,,,89.6,1048,40,42,42,6.64,5.71,48.47,1.15,10.94,269
338538,0.781,0.788,210,11.4,11.5,42.4,13.9,2825,15,0.955,0,0,103,113.5,,,89.6,1048,40,42,42,6.66,5.77,48.47,1.15,10.94,269
338640,0.767,0.781,210,11.2,11.4,42.77,13.9,2825,15,0.955,0,0,103.5,113.5,,,89.6,1048,40,42,42,6.76,5.75,48.47,1.17,12.11,269
338718,0.781,0.781,210,11.4,11.4,43.88,13.9,2831,16,0.953,0,0,104,113.5,,,89.6,1048,40,42,42,7.17,5.98,48.47,1.19,12.11,269
338800,0.788,0.795,210,11.5,11.6,44.62,13.9,2837,16,0.952,0,0,104.5,114,,,89.6,1048,40,42,42,7.26,6.12,48.47,1.19,12.11,269
338878,0.788,0.781,210,11.5,11.4,44.99,13.9,2838,16,0.952,0,0,104.5,114,,,89.6,1048,40,42,42,7.29,6.2,48.47,1.19,12.5,269
338960,0.774,0.774,212,11.3,11.3,45.72,13.9,2843,16,0.952,0,0,105,114,,,89.6,1048,40,42,42,7.48,6.28,48.47,1.21,12.5,269
339038,0.774,0.774,212,11.3,11.3,45.72,13.9,2840,16,0.952,0,0,104.5,114,,,89.6,1048,40,42,42,7.47,6.32,48.47,1.21,12.5,269
339121,0.767,0.774,210,11.2,11.3,45.72,13.9,2847,16,0.952,0,0,105,114,,,89.6,1048,40,42,42,7.37,6.26,48.47,1.21,12.5,269
339219,0.767,0.774,210,11.2,11.3,46.09,13.9,2844,16,0.95,0,0,105,114,,,87.8,1048,40,42,42,7.55,6.43,48.47,1.21,12.89,269
339309,0.767,0.781,210,11.2,11.4,46.46,13.9,2851,17,0.95,0,0,105,114.5,,,87.8,1048,40,42,42,7.58,6.54,48.47,1.21,12.89,269
339399,0.767,0.774,210,11.2,11.3,46.83,13.9,2857,17,0.95,0,0,105.5,114.5,,,87.8,1048,40,42,42,7.67,6.52,49.09,1.21,12.89,269
339481,0.767,0.767,212,11.2,11.2,46.83,13.8,2857,17,0.95,0,0,105.5,114.5,,,87.8,1048,40,42,42,7.7,6.55,49.09,1.23,12.89,269
339559,0.76,0.767,212,11.1,11.2,46.83,13.9,2865,17,0.95,0,0,106,114.5,,,87.8,1048,40,42,42,7.74,6.54,49.09,1.21,12.89,269
339641,0.76,0.774,212,11.1,11.3,46.83,13.9,2859,17,0.95,0,0,106,114.5,,,87.8,1048,40,42,42,7.78,6.58,49.09,1.21,12.89,269
339719,0.76,0.767,212,11.1,11.2,47.2,13.9,2862,17,0.95,0,0,106,114.5,,,87.8,1048,40,42,42,7.78,6.54,49.09,1.23,12.89,269
339801,0.753,0.774,210,11,11.3,46.83,13.9,2864,17,0.95,0,0,106,114.5,,,87.8,1048,40,42,42,7.76,6.52,49.09,1.21,12.89,269
339883,0.76,0.767,210,11.1,11.2,46.83,13.9,2869,17,0.95,0,0,106,115,,,87.8,1048,40,42,42,7.76,6.55,49.09,1.23,12.89,269
339956,0.747,0.767,210,10.9,11.2,46.83,13.9,2876,17,0.95,0,0,106.5,115,,,87.8,1048,40,42,42,7.78,6.52,49.09,1.23,12.89,269
340030,0.753,0.767,212,11,11.2,46.83,13.9,2872,17,0.95,0,0,106.5,115,,,87.8,1048,40,42,42,7.78,6.55,49.09,1.23,12.89,269
340108,0.747,0.767,212,10.9,11.2,46.83,13.9,2873,17,0.95,0,0,106.5,115,,,87.8,1048,40,42,42,7.78,6.57,49.09,1.23,12.89,269
340198,0.747,0.767,210,10.9,11.2,46.46,13.9,2883,17,0.95,0,0,107,115,,,87.8,1048,40,42,42,7.74,6.55,49.09,1.21,12.89,269
340280,0.747,0.76,210,10.9,11.1,46.46,13.9,2884,17,0.95,0,0,107,115,,,87.8,1048,40,42,42,7.76,6.55,49.09,1.23,12.89,269
340370,0.747,0.767,210,10.9,11.2,46.83,13.9,2877,17,0.95,0,0,106.5,115,,,87.8,1048,40,42,42,7.78,6.53,49.09,1.23,12.89,269
340448,0.747,0.767,212,10.9,11.2,46.46,13.9,2885,17,0.95,0,0,107,115,,,87.8,1048,40,42,42,7.76,6.55,49.71,1.23,12.89,269
340538,0.747,0.767,212,10.9,11.2,46.83,13.8,2884,17,0.95,0,0,107,115,,,87.8,1048,40,42,42,7.78,6.5,49.71,1.23,12.89,269
340620,0.747,0.76,212,10.9,11.1,46.83,13.9,2888,17,0.95,0,0,107,115.5,,,87.8,1048,40,42,42,7.78,6.61,49.09,1.21,12.89,269
340718,0.747,0.76,210,10.9,11.1,46.83,13.9,2891,17,0.95,0,0,107.5,115.5,,,87.8,1048,40,42,42,7.85,6.55,49.71,1.21,12.89,269
340788,0.747,0.76,212,10.9,11.1,46.46,13.9,2885,17,0.95,0,0,107,115.5,,,87.8,1048,40,42,42,7.76,6.53,49.09,1.23,12.89,269
340870,0.747,0.76,212,10.9,11.1,46.46,13.9,2903,17,0.95,0,0,107.5,116,,,87.8,1048,40,42,42,7.76,6.58,49.71,1.23,12.89,269
340947,0.753,0.76,212,11,11.1,46.46,13.9,2893,17,0.95,0,0,107,115.5,,,87.8,1048,40,42,42,7.74,6.58,49.71,1.21,12.89,269
341029,0.747,0.753,212,10.9,11,46.83,13.9,2900,17,0.95,0,0,107.5,115.5,,,86,1048,40,42,42,7.82,6.6,49.71,1.23,12.89,269
341107,0.747,0.753,210,10.9,11,46.46,13.9,2904,17,0.95,0,0,107.5,116,,,87.8,1048,40,42,42,7.76,6.56,49.71,1.23,12.89,269
341181,0.74,0.753,212,10.8,11,46.46,13.9,2896,17,0.95,0,0,107.5,115.5,,,87.8,1048,40,42,42,7.76,6.53,49.71,1.21,12.89,269
341259,0.747,0.753,212,10.9,11,46.46,13.9,2906,17,0.95,0,0,108,116,,,86,1048,40,42,42,7.82,6.56,49.71,1.21,12.89,269
341341,0.74,0.76,210,10.8,11.1,46.46,13.9,2905,17,0.95,0,0,108,116,,,86,1048,40,42,42,7.83,6.58,49.71,1.21,12.89,269
341419,0.747,0.753,210,10.9,11,46.09,13.9,2904,17,0.95,0,0,107.5,115.5,,,86,1048,40,42,42,7.74,6.53,49.71,1.21,12.89,269
341509,0.747,0.753,212,10.9,11,46.09,13.9,2904,17,0.95,0,0,107.5,116,,,86,1048,40,42,42,7.74,6.51,49.71,1.21,12.89,269
341591,0.747,0.753,212,10.9,11,45.72,13.9,2918,17,0.95,0,0,108,116,,,86,1048,40,42,42,7.72,6.55,49.71,1.21,12.89,269
341681,0.74,0.753,212,10.8,11,46.46,13.9,2904,17,0.95,0,0,108,116,,,86,1048,40,42,42,7.83,6.58,49.71,1.21,12.89,269
341771,0.747,0.753,210,10.9,11,46.09,13.9,2918,17,0.95,0,0,108.5,116,,,86,1048,40,42,42,7.79,6.54,49.71,1.21,12.89,269
341849,0.74,0.753,212,10.8,11,46.83,13.9,2908,17,0.95,0,0,108,116,,,86,1048,40,42,42,7.87,6.6,49.71,1.23,12.89,269
341930,0.74,0.747,212,10.8,10.9,45.72,13.9,2922,17,0.952,0,0,108.5,116.5,,,86,1048,40,42,42,7.72,6.51,49.71,1.21,12.89,269
342008,0.74,0.747,212,10.8,10.9,46.46,13.9,2915,17,0.95,0,0,108.5,116,,,86,1048,40,42,42,7.85,6.46,49.71,1.23,12.89,269
342090,0.747,0.747,212,10.9,10.9,45.72,13.9,2923,17,0.95,0,0,108.5,116.5,,,86,1048,40,42,42,7.73,6.59,49.71,1.21,12.5,269
342180,0.747,0.753,210,10.9,11,43.51,13.9,2916,16,0.953,0,0,107.5,116.5,,,86,1048,40,42,42,7.08,5.94,49.71,1.19,11.72,269
342258,0.726,0.74,212,10.6,10.8,43.14,13.9,2927,16,0.953,0,0,108,116.5,,,86,1048,40,42,42,7.11,5.98,50.33,1.17,11.72,269
342340,0.74,0.753,212,10.8,11,43.14,13.9,2923,16,0.955,0,0,107.5,116.5,,,86,1048,40,42,42,7.08,6.01,49.71,1.17,11.72,269
342418,0.753,0.753,212,11,11,43.14,13.9,2921,15,0.953,0,0,107,116.5,,,86,1048,40,42,42,7.08,6.05,49.71,1.17,11.72,269
342500,0.747,0.747,212,10.9,10.9,42.4,13.9,2927,15,0.955,0,0,107.5,116.5,,,86,1048,40,42,42,7.01,6.01,50.33,1.17,11.72,269
342590,0.747,0.747,212,10.9,10.9,41.67,13.9,2925,15,0.955,0,0,107,117,,,86,1048,40,42,42,6.84,5.82,49.71,1.15,11.33,269
342668,0.747,0.747,212,10.9,10.9,41.3,13.9,2931,15,0.957,0,0,107,117,,,86,1048,40,42,42,6.75,5.78,50.33,1.15,11.33,269
342750,0.753,0.753,212,11,11,41.3,13.9,2922,15,0.957,0,0,107,116.5,,,86,1048,40,42,42,6.71,5.78,50.33,1.15,11.33,269
342827,0.76,0.747,212,11.1,10.9,40.93,13.9,2928,15,0.957,0,0,107,117,,,86,1048,40,42,42,6.68,5.78,50.33,1.13,10.94,269
342897,0.753,0.747,212,11,10.9,40.56,13.9,2924,15,0.957,0,0,106.5,117,,,86,1048,40,42,42,6.56,5.72,50.33,1.13,10.94,269
342971,0.747,0.74,212,10.9,10.8,40.56,13.9,2920,15,0.957,0,0,106.5,116.5,,,86,1048,40,42,42,6.6,5.7,50.33,1.13,10.94,269
343049,0.747,0.74,212,10.9,10.8,39.82,13.9,2933,15,0.958,0,0,106.5,117,,,86,1048,40,42,42,6.47,5.62,50.33,1.13,10.94,269
343131,0.753,0.747,212,11,10.9,40.19,13.9,2926,15,0.957,0,0,106.5,117,,,86,1048,40,42,42,6.52,5.6,50.33,1.13,10.55,269
343237,0.76,0.753,210,11.1,11,39.45,13.9,2917,14,0.958,0,0,105,115.5,,,86,1048,40,42,42,6.27,5.63,49.71,1.09,9.77,269
343327,0.747,0.74,212,10.9,10.8,37.24,13.9,2918,13,0.958,0,0,103.5,112,,,86,1048,40,42,42,5.72,4.76,49.71,1.07,8.98,269
343409,0.753,0.74,212,11,10.8,36.5,13.9,2910,13,0.958,0,0,102.5,111,,,86,1048,40,42,42,5.57,4.7,49.71,1.05,8.98,269
343487,0.767,0.76,212,11.2,11.1,35.76,13.9,2919,13,0.958,0,0,102,110,,,86,1048,40,42,42,5.42,4.69,49.71,1.07,8.98,269
343577,0.767,0.76,210,11.2,11.1,36.13,13.9,2910,13,0.958,0,0,102.5,111,,,86,1048,40,42,42,5.59,4.74,49.71,1.07,8.98,269
343659,0.774,0.767,210,11.3,11.2,36.5,13.9,2905,13,0.958,0,0,102,111,,,86,1048,40,42,42,5.6,4.8,49.71,1.07,8.98,269
343757,0.781,0.767,212,11.4,11.2,36.13,13.9,2896,13,0.958,0,0,102,110.5,,,86,1048,40,42,42,5.56,4.78,49.71,1.07,8.98,269
343839,0.767,0.76,210,11.2,11.1,36.5,13.9,2897,13,0.958,0,0,102.5,111,,,86,1048,40,42,42,5.66,4.79,49.71,1.07,8.98,269
343917,0.774,0.76,210,11.3,11.1,36.13,13.9,2892,13,0.958,0,0,101.5,110.5,,,87.8,1048,40,42,42,5.52,4.74,49.71,1.05,8.98,269
343999,0.767,0.76,212,11.2,11.1,36.13,13.9,2885,13,0.958,0,0,101.5,110.5,,,87.8,1048,40,42,42,5.55,4.74,49.09,1.05,8.98,269
344089,0.774,0.767,212,11.3,11.2,36.13,13.9,2881,13,0.958,0,0,101.5,110.5,,,87.8,1048,40,42,42,5.55,4.78,49.09,1.07,8.98,269
344187,0.774,0.767,212,11.3,11.2,36.5,13.9,2874,13,0.958,0,0,101,110.5,,,87.8,1048,40,42,42,5.55,4.8,49.09,1.05,8.98,269
344269,0.774,0.767,212,11.3,11.2,36.13,13.9,2876,13,0.958,0,0,101.5,110.5,,,87.8,1048,40,42,42,5.54,4.75,49.09,1.05,8.98,269
344347,0.774,0.767,210,11.3,11.2,36.5,13.9,2868,13,0.958,0,0,101.5,110.5,,,87.8,1048,40,42,42,5.6,4.82,49.09,1.05,8.98,269
344437,0.774,0.767,210,11.3,11.2,36.5,13.9,2864,13,0.958,0,0,101,110.5,,,87.8,1048,40,42,42,5.55,4.79,49.09,1.07,8.98,269
344519,0.781,0.767,212,11.4,11.2,36.13,13.9,2863,13,0.958,0,0,101,110,,,87.8,1048,40,42,42,5.51,4.72,49.09,1.05,8.98,269
344609,0.781,0.767,212,11.4,11.2,36.87,13.9,2859,13,0.958,0,0,101,110.5,,,87.8,1048,40,42,42,5.6,4.76,49.09,1.05,8.98,269
344687,0.788,0.774,212,11.5,11.3,36.5,13.8,2860,13,0.958,0,0,101.5,110,,,87.8,1048,40,42,42,5.61,4.76,49.09,1.05,8.98,269
344798,0.781,0.767,212,11.4,11.2,37.24,13.8,2848,13,0.958,0,0,100.5,110.5,,,87.8,1048,40,42,42,5.6,4.82,49.09,1.07,8.98,269
344880,0.788,0.767,212,11.5,11.2,36.5,13.9,2843,13,0.958,0,0,100.5,110,,,87.8,1048,40,42,42,5.54,4.8,48.47,1.05,8.98,269
344957,0.781,0.767,212,11.4,11.2,36.5,13.9,2847,13,0.958,0,0,100.5,110,,,87.8,1048,40,42,42,5.55,4.78,48.47,1.05,8.98,269
345048,0.788,0.774,212,11.5,11.3,36.5,13.9,2842,13,0.958,0,0,100,109.5,,,87.8,1048,40,42,42,5.48,4.77,48.47,1.05,8.98,269
345129,0.788,0.774,212,11.5,11.3,36.5,13.9,2841,13,0.958,0,0,100.5,110,,,87.8,1048,40,42,42,5.54,4.74,48.47,1.07,8.98,269
345211,0.788,0.774,212,11.5,11.3,36.5,13.9,2844,13,0.958,0,0,100,109.5,,,87.8,1048,40,42,42,5.48,4.72,48.47,1.07,8.98,269
345289,0.795,0.781,212,11.6,11.4,36.87,13.9,2828,13,0.958,0,0,100,110,,,87.8,1048,40,42,42,5.56,4.8,48.47,1.07,8.98,269
345367,0.795,0.788,212,11.6,11.5,36.13,13.9,2842,13,0.958,0,0,100,109.5,,,87.8,1048,40,42,42,5.47,4.77,48.47,1.04,8.2,269
345449,0.788,0.774,212,11.5,11.3,35.76,13.8,2823,12,0.958,0,0,99.5,109,,,87.8,1048,40,42,42,5.36,4.59,48.47,1.05,8.2,269
345527,0.788,0.767,212,11.5,11.2,35.39,13.9,2842,12,0.958,0,0,99.5,109,,,87.8,1048,40,42,42,5.31,4.55,48.47,1.04,8.2,269
345609,0.774,0.767,212,11.3,11.2,35.39,13.9,2810,12,0.958,0,0,98.5,108.5,,,87.8,1048,40,42,42,5.26,4.6,48.47,1.05,8.2,269
345691,0.795,0.781,212,11.6,11.4,35.76,13.9,2814,12,0.958,0,0,98.5,108.5,,,89.6,1048,40,42,42,5.26,4.55,48.47,1.04,8.2,269
345768,0.795,0.781,212,11.6,11.4,35.02,13.9,2829,12,0.958,0,0,99,108.5,,,89.6,1048,40,42,42,5.25,4.48,48.47,1.04,8.2,269
345854,0.788,0.781,212,11.5,11.4,35.02,13.9,2811,12,0.958,0,0,99,108.5,,,89.6,1048,40,42,42,5.24,4.52,48.47,1.04,8.2,269
345940,0.795,0.781,212,11.6,11.4,35.39,13.9,2816,12,0.958,0,0,98.5,108.5,,,89.6,1048,40,42,42,5.25,4.55,48.47,1.04,8.2,269
346018,0.795,0.788,212,11.6,11.5,35.39,13.9,2806,12,0.958,0,0,98.5,108.5,,,89.6,1048,40,42,42,5.28,4.54,47.85,1.04,8.2,269
346100,0.795,0.781,212,11.6,11.4,35.39,13.9,2810,12,0.958,0,0,98.5,108.5,,,89.6,1048,40,42,42,5.25,4.57,47.85,1.04,8.2,269
346178,0.795,0.781,212,11.6,11.4,35.39,13.9,2796,13,0.958,0,0,98,108,,,89.6,1048,40,42,42,5.24,4.51,47.85,1.04,8.2,269
346260,0.795,0.781,212,11.6,11.4,35.76,13.9,2800,12,0.958,0,0,98,108,,,89.6,1048,40,42,42,5.25,4.53,47.85,1.04,8.2,269
346338,0.795,0.795,212,11.6,11.6,35.39,13.9,2800,12,0.958,0,0,98,108,,,89.6,1048,40,42,42,5.22,4.53,47.85,1.04,8.2,269
346420,0.795,0.788,212,11.6,11.5,35.39,13.9,2793,12,0.958,0,0,98,108,,,89.6,1048,40,42,42,5.25,4.55,47.85,1.05,8.2,269
346498,0.801,0.795,212,11.7,11.6,35.39,13.9,2796,12,0.958,0,0,98,108,,,89.6,1048,40,42,42,5.23,4.51,47.85,1.04,8.2,269
346579,0.801,0.788,212,11.7,11.5,35.39,13.9,2782,12,0.958,0,0,97.5,108,,,89.6,1048,40,42,42,5.23,4.55,47.85,1.04,8.2,269
346657,0.801,0.788,212,11.7,11.5,35.39,13.9,2792,12,0.958,0,0,98,108,,,89.6,1048,40,42,42,5.24,4.51,47.85,1.05,8.2,269
346735,0.801,0.788,212,11.7,11.5,35.39,13.9,2789,12,0.958,0,0,97.5,108,,,89.6,1048,40,42,42,5.23,4.54,47.85,1.04,8.2,269
346817,0.801,0.788,212,11.7,11.5,35.39,13.9,2786,12,0.958,0,0,97.5,108,,,89.6,1048,40,42,42,5.2,4.55,47.85,1.04,8.2,269
346899,0.801,0.788,212,11.7,11.5,35.39,13.9,2787,12,0.958,0,0,97.5,108,,,89.6,1048,40,42,42,5.23,4.51,47.85,1.04,8.2,269
346977,0.801,0.781,212,11.7,11.4,36.13,13.9,2774,13,0.958,0,0,98,108.5,,,89.6,1048,40,42,42,5.32,4.6,47.22,1.05,8.2,269
347046,0.808,0.781,212,11.8,11.4,35.76,13.9,2778,12,0.958,0,0,98,108,,,89.6,1048,40,42,42,5.31,4.56,47.85,1.04,8.2,269
347165,0.808,0.788,212,11.8,11.5,35.76,13.9,2782,12,0.958,0,0,97.5,108,,,89.6,1048,40,42,42,5.24,4.53,47.22,1.04,7.81,269
347251,0.801,0.781,212,11.7,11.4,34.65,13.9,2768,12,0.957,0,0,96,106.5,,,89.6,1048,40,42,42,5.01,4.38,47.22,1.02,7.81,269
347329,0.801,0.795,212,11.7,11.6,34.65,13.9,2762,12,0.957,0,0,96,106.5,,,89.6,1048,40,42,42,5,4.37,47.22,1.02,7.81,269
347407,0.795,0.781,212,11.6,11.4,34.28,13.9,2756,12,0.957,0,0,96,106.5,,,89.6,1048,40,42,42,5.01,4.34,47.22,1.04,7.81,269
347489,0.808,0.795,212,11.8,11.6,34.28,13.9,2763,12,0.957,0,0,96,106.5,,,89.6,1048,40,42,42,4.98,4.37,47.22,1.02,7.81,269
347566,0.808,0.788,212,11.8,11.5,34.65,13.9,2751,12,0.957,0,0,96,107,,,89.6,1048,40,42,42,5.03,4.36,47.22,1.02,7.81,269
